"measure","location","sex","age","cause","metric","year","val","upper","lower","age_group_start","inc_base","inc_base_monthly"
"Incidence","United States of America","Female","70 to 74","Major depressive disorder","Rate",2019,5093.72240940698,6061.80875452938,4229.27980323762,70,0.0509372240940698,0.00434721779311309
"Incidence","United States of America","Male","75 to 79","Major depressive disorder","Rate",2019,3051.86869836119,3853.77003938749,2302.96104264819,75,0.0305186869836119,0.00257950728478851
"Incidence","United States of America","Female","75 to 79","Major depressive disorder","Rate",2019,4844.89009230829,6073.82674591329,3641.33844625393,75,0.0484489009230829,0.00412993907977033
"Incidence","United States of America","Male","80 to 84","Major depressive disorder","Rate",2019,2973.37865487478,3788.99490191086,2216.11152914617,80,0.0297337865487478,0.00251223888948438
"Incidence","United States of America","Female","80 to 84","Major depressive disorder","Rate",2019,4746.63981125207,5971.96195131722,3534.99151391754,80,0.0474663981125207,0.00404429099084025
"Incidence","United States of America","Male","85 to 89","Major depressive disorder","Rate",2019,2858.10260646501,3541.17186706799,2237.37821705301,85,0.0285810260646501,0.00241353412283007
"Incidence","United States of America","Female","85 to 89","Major depressive disorder","Rate",2019,4799.16494921747,5907.14329657554,3774.51664564138,85,0.0479916494921747,0.00409006884837204
"Incidence","United States of America","Male","90 to 94","Major depressive disorder","Rate",2019,2745.05881202578,3676.76588902286,2006.27320698646,90,0.0274505881202578,0.00231684493291751
"Incidence","United States of America","Female","90 to 94","Major depressive disorder","Rate",2019,4852.28475126501,6448.89528615395,3552.33383058579,90,0.0485228475126501,0.00413638853352694
"Incidence","United States of America","Male","10 to 14","Bipolar disorder","Rate",2019,204.848752599629,231.490381309607,176.211172004313,10,0.00204848752599629,0.000170867779299089
"Incidence","United States of America","Female","10 to 14","Bipolar disorder","Rate",2019,131.718877445459,148.845927195957,113.207260181333,10,0.00131718877445459,0.000109832053860837
"Incidence","United States of America","Male","15 to 19","Bipolar disorder","Rate",2019,192.87409288481,217.622811379506,166.328915925031,15,0.0019287409288481,0.000160870670989355
"Incidence","United States of America","Female","15 to 19","Bipolar disorder","Rate",2019,128.163197105599,145.485050129692,111.4112026814,15,0.00128163197105599,0.000106865453123439
"Incidence","United States of America","Male","20 to 24","Bipolar disorder","Rate",2019,35.4622786200555,57.7642440505197,19.3195585763331,20,0.000354622786200555,2.95567031695088e-05
"Incidence","United States of America","Female","20 to 24","Bipolar disorder","Rate",2019,33.7261859856077,51.322867314992,19.4058287309736,20,0.000337261859856077,2.81095003729082e-05
"Incidence","United States of America","Male","25 to 29","Bipolar disorder","Rate",2019,32.1773097677572,46.8263675802412,17.6506098911082,25,0.000321773097677572,2.68183801932498e-05
"Incidence","United States of America","Female","25 to 29","Bipolar disorder","Rate",2019,37.8214346842241,55.9375346246847,20.8905574709733,25,0.000378214346842241,3.15233271234172e-05
"Incidence","United States of America","Male","30 to 34","Bipolar disorder","Rate",2019,33.4559739759453,48.8347805592613,20.6907230787736,30,0.000334559739759453,2.78842543398605e-05
"Incidence","United States of America","Female","30 to 34","Bipolar disorder","Rate",2019,42.3262780861922,60.5003948261663,27.3239086591746,30,0.000423262780861922,3.52787428435919e-05
"Incidence","United States of America","Male","35 to 39","Bipolar disorder","Rate",2019,39.3940882705293,56.3792942447971,23.0674426575807,35,0.000393940882705293,3.28343357579586e-05
"Incidence","United States of America","Female","35 to 39","Bipolar disorder","Rate",2019,47.2440233662635,67.6625910511996,29.5782564309321,35,0.000472440233662635,3.93785470372832e-05
"Incidence","United States of America","Male","40 to 44","Bipolar disorder","Rate",2019,41.0644835284079,58.214262422108,24.9710991917078,40,0.000410644835284079,3.42268453285e-05
"Incidence","United States of America","Female","40 to 44","Bipolar disorder","Rate",2019,46.8961458799644,67.8792520185022,28.1057880473767,40,0.000468961458799644,3.90885239917038e-05
"Incidence","United States of America","Male","45 to 49","Bipolar disorder","Rate",2019,38.5423821366941,57.6586210338801,22.616032567129,45,0.000385423821366941,3.21243270209326e-05
"Incidence","United States of America","Female","45 to 49","Bipolar disorder","Rate",2019,41.2948221608086,62.0726830019505,23.9264670551908,45,0.000412948221608086,3.44188666743239e-05
"Incidence","United States of America","Male","50 to 54","Bipolar disorder","Rate",2019,40.0936532858737,59.3625901680827,24.2143506421627,50,0.000400936532858737,3.34175190722652e-05
"Incidence","United States of America","Female","50 to 54","Bipolar disorder","Rate",2019,38.866137486122,59.8890344616967,21.6055743719918,50,0.00038866137486122,3.23942189017767e-05
"Incidence","United States of America","Male","55 to 59","Bipolar disorder","Rate",2019,45.3282497202613,58.7885700035868,31.6220599376103,55,0.000453282497202613,3.77813913293723e-05
"Incidence","United States of America","Female","55 to 59","Bipolar disorder","Rate",2019,39.497050437024,52.7821454835311,26.1913046584921,55,0.00039497050437024,3.29201685997926e-05
"Incidence","United States of America","Male","60 to 64","Bipolar disorder","Rate",2019,44.2275178811427,60.2531653274561,28.7494166176143,60,0.000442275178811427,3.68637381261694e-05
"Incidence","United States of America","Female","60 to 64","Bipolar disorder","Rate",2019,37.1489096529277,52.7790237462198,21.3345997176492,60,0.000371489096529277,3.09626969539067e-05
"Incidence","United States of America","Male","65 to 69","Bipolar disorder","Rate",2019,36.7873089039417,48.199461465336,26.1853579057452,65,0.000367873089039417,3.06612608459433e-05
"Incidence","United States of America","Female","65 to 69","Bipolar disorder","Rate",2019,31.7863282153247,42.7605713542278,20.9489706847859,65,0.000317863282153247,2.64924666846245e-05
"Incidence","United States of America","Male","70 to 74","Bipolar disorder","Rate",2019,29.3748893000099,38.3948741892836,21.6582324044988,70,0.000293748893000099,2.44823707732378e-05
"Incidence","United States of America","Female","70 to 74","Bipolar disorder","Rate",2019,26.4400872032961,34.7076394286495,19.1204500239832,70,0.000264400872032961,2.2036076544274e-05
"Incidence","United States of America","Male","75 to 79","Bipolar disorder","Rate",2019,21.9572325370746,32.8740594004453,13.9846030720232,75,0.000219572325370746,1.82995354700566e-05
"Incidence","United States of America","Female","75 to 79","Bipolar disorder","Rate",2019,21.0875219433488,30.9749554940056,12.9478550394658,75,0.000210875219433488,1.75746336258387e-05
"Incidence","United States of America","Male","80 to 84","Bipolar disorder","Rate",2019,16.9676829095211,27.7420630009751,9.09489837314333,80,0.000169676829095211,1.41408355038841e-05
"Incidence","United States of America","Female","80 to 84","Bipolar disorder","Rate",2019,17.7164699083813,27.4946282777241,9.75670941566255,80,0.000177164699083813,1.47649238809722e-05
"Incidence","United States of America","Male","85 to 89","Bipolar disorder","Rate",2019,14.4326724068275,21.7384501958333,8.90694789643476,85,0.000144326724068275,1.20280226770797e-05
"Incidence","United States of America","Female","85 to 89","Bipolar disorder","Rate",2019,16.3326516907208,23.2790954738149,10.4078818042013,85,0.000163326516907208,1.36115620398281e-05
"Incidence","United States of America","Male","90 to 94","Bipolar disorder","Rate",2019,11.8856831372661,19.564325392866,6.78439369201956,90,0.000118856831372661,9.9052755595519e-06
"Incidence","United States of America","Female","90 to 94","Bipolar disorder","Rate",2019,14.9347476267754,24.3299363157713,8.54887219962477,90,0.000149347476267754,1.24464750180797e-05
"Incidence","United States of America","Male","10 to 14","Anxiety disorders","Rate",2019,709.051489399133,933.641560049556,538.90715539064,10,0.00709051489399133,0.000592805226209636
"Incidence","United States of America","Female","10 to 14","Anxiety disorders","Rate",2019,1032.50191908138,1341.52505030775,770.717492314524,10,0.0103250191908138,0.000864517087037497
"Incidence","United States of America","Male","15 to 19","Anxiety disorders","Rate",2019,873.40176493435,1281.31440743734,552.917748681045,15,0.0087340176493435,0.000730764755649815
"Incidence","United States of America","Female","15 to 19","Anxiety disorders","Rate",2019,1373.10953960886,1999.818458368,867.70510489947,15,0.0137310953960886,0.00115152305787203
"Incidence","United States of America","Male","20 to 24","Anxiety disorders","Rate",2019,958.137846175798,1416.0023706963,595.068020821551,20,0.00958137846175798,0.000801976177630226
"Incidence","United States of America","Female","20 to 24","Anxiety disorders","Rate",2019,1490.14250186498,2149.20265194575,937.541537952053,20,0.0149014250186498,0.00125034822031067
"Incidence","United States of America","Male","25 to 29","Anxiety disorders","Rate",2019,969.878509478092,1285.56329936162,693.239700775176,25,0.00969878509478092,0.00081184732768802
"Incidence","United States of America","Female","25 to 29","Anxiety disorders","Rate",2019,1421.64797809874,1908.73720680367,1011.89634267333,25,0.0142164797809874,0.00119249691106615
"Incidence","United States of America","Male","30 to 34","Anxiety disorders","Rate",2019,984.189409988234,1267.33780997127,726.218586961367,30,0.00984189409988234,0.000823880896544726
"Incidence","United States of America","Female","30 to 34","Anxiety disorders","Rate",2019,1368.09675890719,1818.69701274376,995.365254744011,30,0.0136809675890719,0.00114729255870594
"Incidence","United States of America","Male","35 to 39","Anxiety disorders","Rate",2019,999.495783880356,1366.59621617668,679.264845089445,35,0.00999495783880356,0.00083675329108579
"Incidence","United States of America","Female","35 to 39","Anxiety disorders","Rate",2019,1319.65214440492,1903.04300155515,846.809546078181,35,0.0131965214440492,0.00110641823799218
"Incidence","United States of America","Male","40 to 44","Anxiety disorders","Rate",2019,954.263361239966,1307.97730064321,628.962987060348,40,0.00954263361239966,0.000798718877976445
"Incidence","United States of America","Female","40 to 44","Anxiety disorders","Rate",2019,1215.88040274731,1799.7775372898,753.485822629851,40,0.0121588040274731,0.00101892445812835
"Incidence","United States of America","Male","45 to 49","Anxiety disorders","Rate",2019,850.852850716631,1107.50043029262,607.544022197699,45,0.00850852850716631,0.00071182425617633
"Incidence","United States of America","Female","45 to 49","Anxiety disorders","Rate",2019,1059.02561717655,1454.56942415095,730.423705063988,45,0.0105902561717655,0.000886834198045472
"Incidence","United States of America","Male","50 to 54","Anxiety disorders","Rate",2019,748.181227725629,961.301322362063,552.172074812075,50,0.00748181227725629,0.000625632662489939
"Incidence","United States of America","Female","50 to 54","Anxiety disorders","Rate",2019,903.141891029994,1215.14112253356,633.061580578605,50,0.00903141891029994,0.000755751725970533
"Incidence","United States of America","Male","55 to 59","Anxiety disorders","Rate",2019,644.172890495336,915.851857438445,432.355389256823,55,0.00644172890495336,0.00053840220740542
"Incidence","United States of America","Female","55 to 59","Anxiety disorders","Rate",2019,745.566040757931,1102.1130004149,485.893863727111,55,0.00745566040757931,0.000623438312056135
"Incidence","United States of America","Male","60 to 64","Anxiety disorders","Rate",2019,548.100829638137,812.960829585183,340.823487868916,60,0.00548100829638137,0.000457902142031896
"Incidence","United States of America","Female","60 to 64","Anxiety disorders","Rate",2019,607.482398968426,959.290395496621,350.46399077159,60,0.00607482398968426,0.000507650335481724
"Incidence","United States of America","Male","65 to 69","Anxiety disorders","Rate",2019,460.304335816911,654.045948865763,318.670280478533,65,0.00460304335816911,0.000384398598642477
"Incidence","United States of America","Female","65 to 69","Anxiety disorders","Rate",2019,489.273855798075,744.269605671037,311.733101825509,65,0.00489273855798075,0.000408645414155195
"Incidence","United States of America","Male","70 to 74","Anxiety disorders","Rate",2019,372.126874005905,504.195116655318,277.959663003832,70,0.00372126874005905,0.000310635899828271
"Incidence","United States of America","Female","70 to 74","Anxiety disorders","Rate",2019,369.123131336029,533.084949776271,259.441269615692,70,0.00369123131336029,0.00030812424653659
"Incidence","United States of America","Male","75 to 79","Anxiety disorders","Rate",2019,283.315750584109,411.857435729477,197.099236123129,75,0.00283315750584109,0.000236403593356638
"Incidence","United States of America","Female","75 to 79","Anxiety disorders","Rate",2019,247.447882722445,349.113718195036,172.153211927224,75,0.00247447882722445,0.000206440805646912
"Incidence","Sudan","Male","10 to 14","Self-harm","Rate",2019,18.1532161130034,30.9925553507662,9.78526041845269,10,0.000181532161130034,1.51289388969911e-05
"Incidence","Sudan","Female","10 to 14","Self-harm","Rate",2019,36.2680654527554,59.2081438908064,20.0100988678977,10,0.000362680654527554,3.0228413034239e-05
"Incidence","Sudan","Male","15 to 19","Self-harm","Rate",2019,57.4497199925878,78.6764112038968,37.4333338047967,15,0.000574497199925878,4.78873772523647e-05
"Incidence","Sudan","Female","15 to 19","Self-harm","Rate",2019,101.515009446675,138.763985078171,66.8996352078744,15,0.00101515009446675,8.46352272623196e-05
"Incidence","Sudan","Male","20 to 24","Self-harm","Rate",2019,74.5102846585774,103.398592827071,53.0960121966568,20,0.000745102846585774,6.21131187067414e-05
"Incidence","Sudan","Female","20 to 24","Self-harm","Rate",2019,123.51801528789,171.439979661109,87.3151642227047,20,0.0012351801528789,0.000102989997551539
"Incidence","Sudan","Male","25 to 29","Self-harm","Rate",2019,61.1097304871841,84.8018323668096,41.1444367846009,25,0.000611097304871841,5.09390443073077e-05
"Incidence","Sudan","Female","25 to 29","Self-harm","Rate",2019,98.1040509246475,139.106392855484,65.9241618600157,25,0.000981040509246475,8.17901587066849e-05
"Incidence","Sudan","Male","30 to 34","Self-harm","Rate",2019,52.0151250912035,72.6831313293414,34.2018617985538,30,0.000520151250912035,4.33562747981231e-05
"Incidence","Sudan","Female","30 to 34","Self-harm","Rate",2019,79.6602611801071,115.329805664312,53.4942113916138,30,0.000796602611801071,6.64078005930824e-05
"Incidence","Sudan","Male","35 to 39","Self-harm","Rate",2019,45.82666014937,66.7744804160934,31.2354010792369,35,0.0004582666014937,3.81969069565002e-05
"Incidence","Sudan","Female","35 to 39","Self-harm","Rate",2019,65.7610789397123,94.1749131819658,43.9909435256352,35,0.000657610789397124,5.48174233213627e-05
"Incidence","Sudan","Male","40 to 44","Self-harm","Rate",2019,36.6620582886359,52.7564119411801,24.7349378226881,40,0.000366620582886359,3.05568501834941e-05
"Incidence","Sudan","Female","40 to 44","Self-harm","Rate",2019,49.3617980876641,70.8592614042197,33.5766332477923,40,0.000493617980876641,4.11441410848035e-05
"Incidence","Sudan","Male","45 to 49","Self-harm","Rate",2019,30.1070868832242,43.0338420800384,19.6370653791228,45,0.000301070868832242,2.50927018199398e-05
"Incidence","Sudan","Female","45 to 49","Self-harm","Rate",2019,36.4649710697564,52.341723019408,24.5839936836293,45,0.000364649710697564,3.03925557677553e-05
"Incidence","Sudan","Male","50 to 54","Self-harm","Rate",2019,22.5723121293267,31.9957363452225,15.1862146819459,50,0.000225723121293267,1.88122064308516e-05
"Incidence","Sudan","Female","50 to 54","Self-harm","Rate",2019,26.0835757199318,36.0742101440779,17.8914151257751,50,0.000260835757199318,2.17389121032197e-05
"Incidence","Sudan","Male","55 to 59","Self-harm","Rate",2019,17.5078872953411,24.2588016484985,11.9403411258511,55,0.000175078872953411,1.45910769698832e-05
"Incidence","Sudan","Female","55 to 59","Self-harm","Rate",2019,19.7799133264606,26.9301108167471,14.2399385624466,55,0.000197799133264606,1.64847556326508e-05
"Incidence","Sudan","Male","60 to 64","Self-harm","Rate",2019,12.0077884175139,17.5881762671123,7.86678875418656,60,0.000120077884175139,1.00070411043207e-05
"Incidence","Sudan","Female","60 to 64","Self-harm","Rate",2019,15.3890071422321,21.4178136160959,10.7562799456672,60,0.000153890071422321,1.28250772342131e-05
"Incidence","Sudan","Male","65 to 69","Self-harm","Rate",2019,9.01812990676996,13.2263803183233,5.83525009845582,65,9.01812990676996e-05,7.51541889620899e-06
"Incidence","Sudan","Female","65 to 69","Self-harm","Rate",2019,13.7298865697417,18.9009851043162,9.69090106079748,65,0.000137298865697417,1.14422922072865e-05
"Incidence","Sudan","Male","70 to 74","Self-harm","Rate",2019,6.21303921864513,8.94794199713977,4.09517651961807,70,6.21303921864513e-05,5.17768012575637e-06
"Incidence","Sudan","Female","70 to 74","Self-harm","Rate",2019,11.0549306291995,15.0310296074004,7.82661803069631,70,0.000110549306291995,9.21290900401939e-06
"Incidence","Sudan","Male","75 to 79","Self-harm","Rate",2019,5.60496302241522,7.98329040911583,3.75519094909129,75,5.60496302241522e-05,4.67092251310586e-06
"Incidence","Sudan","Female","75 to 79","Self-harm","Rate",2019,10.261101577045,14.0137850573964,7.48955334361058,75,0.00010261101577045,8.55132015731286e-06
"Incidence","Sudan","Male","80 to 84","Self-harm","Rate",2019,6.25913366319385,8.9626778734979,4.06210552464528,80,6.25913366319385e-05,5.21609435877313e-06
"Incidence","Sudan","Female","80 to 84","Self-harm","Rate",2019,12.6393244602692,16.8980835263669,8.98767539827279,80,0.000126393244602692,1.0533380598754e-05
"Incidence","Sudan","Male","85 to 89","Self-harm","Rate",2019,4.33523286732401,6.3773258880642,2.87051668070622,85,4.33523286732401e-05,3.61276584170955e-06
"Incidence","Sudan","Female","85 to 89","Self-harm","Rate",2019,13.1414791981717,17.4697522440899,9.35728449338045,85,0.000131414791981717,1.09518923328e-05
"Incidence","Sudan","Male","90 to 94","Self-harm","Rate",2019,4.18762021882637,6.03146127458797,2.82849346164873,90,4.18762021882637e-05,3.48975049591083e-06
"Incidence","Sudan","Female","90 to 94","Self-harm","Rate",2019,12.4101023094439,16.2426310742652,9.34050256609362,90,0.000124101023094439,1.03423402062486e-05
"Incidence","Algeria","Male","10 to 14","Major depressive disorder","Rate",2019,1915.3561555004,3193.862538945,950.4493887285,10,0.019153561555004,0.00161031599790729
"Incidence","Algeria","Female","10 to 14","Major depressive disorder","Rate",2019,3184.5485856106,5372.06834985,1671.59414652,10,0.031845485856106,0.00269333165613084
"Incidence","Algeria","Male","15 to 19","Major depressive disorder","Rate",2019,3749.6095022147,5401.591358875,2427.1458000375,15,0.037496095022147,0.00317969699751619
"Incidence","Algeria","Female","15 to 19","Major depressive disorder","Rate",2019,6039.333028573,9054.8715705625,3862.6588314,15,0.06039333028573,0.00517770985747423
"Incidence","Algeria","Male","20 to 24","Major depressive disorder","Rate",2019,4278.6542491578,6019.7502469275,2674.5406576,20,0.042786542491578,0.00363744041100089
"Incidence","Algeria","Female","20 to 24","Major depressive disorder","Rate",2019,6817.9624170511,9703.404758225,4206.35486715,20,0.068179624170511,0.00586732070348339
"Incidence","Algeria","Male","25 to 29","Major depressive disorder","Rate",2019,4223.2110395957,6185.71539924,2656.09282964,25,0.042232110395957,0.00358936085429074
"Incidence","Algeria","Female","25 to 29","Major depressive disorder","Rate",2019,6890.3105923152,10325.98791835,4331.31750805,25,0.068903105923152,0.00593166544784174
"Incidence","Algeria","Male","30 to 34","Major depressive disorder","Rate",2019,4407.2982572681,6414.330821225,2939.6084324675,30,0.044072982572681,0.00374909705799886
"Incidence","Algeria","Female","30 to 34","Major depressive disorder","Rate",2019,7288.5033419306,10556.32519575,4840.5678610425,30,0.072885033419306,0.00628663101180404
"Incidence","Algeria","Male","35 to 39","Major depressive disorder","Rate",2019,4827.1710873902,6698.2524254975,3311.373560875,35,0.048271710873902,0.00411448683493576
"Incidence","Algeria","Female","35 to 39","Major depressive disorder","Rate",2019,8002.924403585,11307.67998635,5245.4632509575,35,0.08002924403585,0.00692701324080602
"Incidence","Algeria","Male","40 to 44","Major depressive disorder","Rate",2019,5055.5803321905,7157.91977403,3386.27213976,40,0.050555803321905,0.00431387852338694
"Incidence","Algeria","Female","40 to 44","Major depressive disorder","Rate",2019,8399.1854426019,12034.8060607,5421.2173868925,40,0.083991854426019,0.00728417600110765
"Incidence","Algeria","Male","45 to 49","Major depressive disorder","Rate",2019,5105.8682163506,6729.09383657,3755.6372078125,45,0.051058682163506,0.00435783679198998
"Incidence","Algeria","Female","45 to 49","Major depressive disorder","Rate",2019,8514.9130793115,11297.63763995,6170.326609585,45,0.085149130793115,0.00738875224948854
"Incidence","Algeria","Male","50 to 54","Major depressive disorder","Rate",2019,5154.3917732573,6644.369353435,3821.1043923,50,0.051543917732573,0.00440027305286428
"Incidence","Algeria","Female","50 to 54","Major depressive disorder","Rate",2019,8624.134792126,11176.311635925,6347.7134354275,50,0.08624134792126,0.00748756076689028
"Incidence","Algeria","Male","55 to 59","Major depressive disorder","Rate",2019,5200.6948448689,7030.6676684625,3528.6056697125,55,0.052006948448689,0.00444078594931296
"Incidence","Algeria","Female","55 to 59","Major depressive disorder","Rate",2019,8725.6364573703,11857.53503155,6012.2395657175,55,0.087256364573703,0.00757948236958683
"Incidence","Algeria","Male","60 to 64","Major depressive disorder","Rate",2019,5105.258885188,6877.907184105,3501.31550685,60,0.05105258885188,0.0043573040280912
"Incidence","Algeria","Female","60 to 64","Major depressive disorder","Rate",2019,8443.3409374671,11403.0341417,5660.4269123975,60,0.084433409374671,0.00732406242401629
"Incidence","Algeria","Male","65 to 69","Major depressive disorder","Rate",2019,4870.902149765,6172.6099221175,3743.77295226,65,0.04870902149765,0.00415262824090601
"Incidence","Algeria","Female","65 to 69","Major depressive disorder","Rate",2019,7788.4853883402,9973.894071,5796.08213469,65,0.077884853883402,0.00673432013756714
"Incidence","Algeria","Male","70 to 74","Major depressive disorder","Rate",2019,4633.6322553061,5986.6191761925,3562.46536461,70,0.046336322553061,0.00394587856916151
"Incidence","Algeria","Female","70 to 74","Major depressive disorder","Rate",2019,7122.0776082087,9161.804842065,5318.490361785,70,0.071220776082087,0.00613810253705294
"Incidence","Algeria","Male","75 to 79","Major depressive disorder","Rate",2019,4393.1020402478,6389.3035841775,2900.58173124,75,0.043931020402478,0.003736768683549
"Incidence","Algeria","Female","75 to 79","Major depressive disorder","Rate",2019,6442.4616443952,9295.78319526,4241.37408359,75,0.064424616443952,0.00553409313183162
"Incidence","Algeria","Male","80 to 84","Major depressive disorder","Rate",2019,4415.5777877385,6354.94025775,2899.75523136,80,0.044155777877385,0.00375628799850192
"Incidence","Algeria","Female","80 to 84","Major depressive disorder","Rate",2019,6263.93017683,9094.73291454,3970.52374071,80,0.0626393017683,0.00537609021760732
"Incidence","Algeria","Male","85 to 89","Major depressive disorder","Rate",2019,4696.88332533,6266.623276775,3369.15987339,85,0.0469688332533,0.00400094746660073
"Incidence","Algeria","Female","85 to 89","Major depressive disorder","Rate",2019,6581.5701463648,9021.32968422,4769.1751944375,85,0.065815701463648,0.00565739784746588
"Incidence","Algeria","Male","90 to 94","Major depressive disorder","Rate",2019,4972.1369113101,7435.347351365,3286.1657950675,90,0.049721369113101,0.00424098499260217
"Incidence","Algeria","Female","90 to 94","Major depressive disorder","Rate",2019,6888.1495791871,10062.39091785,4535.65274868,90,0.068881495791871,0.00592974283029646
"Incidence","Algeria","Male","10 to 14","Bipolar disorder","Rate",2019,119.692428651152,186.483151575625,64.90250800174,10,0.00119692428651152,9.97984508434024e-05
"Incidence","Algeria","Female","10 to 14","Bipolar disorder","Rate",2019,171.381838603848,268.226038340775,102.5646371754,10,0.00171381838603848,0.000142930505533156
"Incidence","Algeria","Male","15 to 19","Bipolar disorder","Rate",2019,147.603978930653,212.678216608,93.7428724938,15,0.00147603978930653,0.000123086608319278
"Incidence","Algeria","Female","15 to 19","Bipolar disorder","Rate",2019,192.296257057684,279.2465963135,121.841394615525,15,0.00192296257057684,0.000160388289486058
"Incidence","Algeria","Male","20 to 24","Bipolar disorder","Rate",2019,79.8618138479466,156.1311388825,36.65599073004,20,0.000798618138479466,6.65758840466824e-05
"Incidence","Algeria","Female","20 to 24","Bipolar disorder","Rate",2019,81.8579119736487,160.438730562,35.85539465545,20,0.000818579119736487,6.82405330565405e-05
"Incidence","Algeria","Male","25 to 29","Bipolar disorder","Rate",2019,57.483803236556,97.6791656063775,28.6752555224875,25,0.00057483803236556,4.79157949259124e-05
"Incidence","Algeria","Female","25 to 29","Bipolar disorder","Rate",2019,59.4304182115758,103.86332617,27.876354022995,25,0.000594304182115758,4.9538843814867e-05
"Incidence","Algeria","Male","30 to 34","Bipolar disorder","Rate",2019,50.619784966452,97.3315206457,24.297023734075,30,0.00050619784966452,4.21929441066782e-05
"Incidence","Algeria","Female","30 to 34","Bipolar disorder","Rate",2019,52.5256243891598,95.14325320825,24.44027896575,30,0.000525256243891598,4.3781894817907e-05
"Incidence","Algeria","Male","35 to 39","Bipolar disorder","Rate",2019,59.2520112682208,111.81411851475,27.401218668765,35,0.000592520112682208,4.93900904439126e-05
"Incidence","Algeria","Female","35 to 39","Bipolar disorder","Rate",2019,61.1562683398673,111.30165231,29.51785772175,35,0.000611562683398673,5.09778475965561e-05
"Incidence","Algeria","Male","40 to 44","Bipolar disorder","Rate",2019,63.1129976174678,117.47982370475,29.781068860905,40,0.000631129976174678,5.26093846224818e-05
"Incidence","Algeria","Female","40 to 44","Bipolar disorder","Rate",2019,63.2893829784714,114.23591725175,28.5070765677425,40,0.000632893829784714,5.27564576314754e-05
"Incidence","Algeria","Male","45 to 49","Bipolar disorder","Rate",2019,62.2642340487996,109.78086992625,28.9994814407575,45,0.000622642340487996,5.19016749556123e-05
"Incidence","Algeria","Female","45 to 49","Bipolar disorder","Rate",2019,58.9908643747337,107.990327471,26.104433181365,45,0.000589908643747337,4.91723500261054e-05
"Incidence","Algeria","Male","50 to 54","Bipolar disorder","Rate",2019,61.1870547884958,107.154226972,29.36934241264,50,0.000611870547884958,5.10035173648671e-05
"Incidence","Algeria","Female","50 to 54","Bipolar disorder","Rate",2019,57.45203487455,102.6653017635,27.125118946975,50,0.0005745203487455,4.78893073371234e-05
"Incidence","Algeria","Male","55 to 59","Bipolar disorder","Rate",2019,59.9227249973063,92.236256338185,34.360720691615,55,0.000599227249973063,4.99493240223581e-05
"Incidence","Algeria","Female","55 to 59","Bipolar disorder","Rate",2019,58.6997693064486,87.80620075285,33.2497038372375,55,0.000586997693064486,4.89296398777928e-05
"Incidence","Algeria","Male","60 to 64","Bipolar disorder","Rate",2019,54.2482300362447,93.225826411875,23.45462214641,60,0.000542482300362447,4.52181023909981e-05
"Incidence","Algeria","Female","60 to 64","Bipolar disorder","Rate",2019,54.4138765231697,89.890832276825,23.110534935285,60,0.000544138765231697,4.53562099139715e-05
"Incidence","Algeria","Male","65 to 69","Bipolar disorder","Rate",2019,44.1678790890592,71.7745954555825,23.2739268393725,65,0.000441678790890592,3.68140189889177e-05
"Incidence","Algeria","Female","65 to 69","Bipolar disorder","Rate",2019,44.6058347190483,69.311713961865,23.27753876657,65,0.000446058347190483,3.71791305731062e-05
"Incidence","Algeria","Male","70 to 74","Bipolar disorder","Rate",2019,34.078495335561,49.950595323975,21.1335068492625,70,0.00034078495335561,2.84031827673115e-05
"Incidence","Algeria","Female","70 to 74","Bipolar disorder","Rate",2019,34.7887547181931,51.26871098679,21.455746424885,70,0.000347887547181931,2.89952524705761e-05
"Incidence","Algeria","Male","75 to 79","Bipolar disorder","Rate",2019,23.9638353074666,42.0473896986125,12.923540955585,75,0.000239638353074666,1.9972056466866e-05
"Incidence","Algeria","Female","75 to 79","Bipolar disorder","Rate",2019,24.9452166599311,42.46429185574,13.89434466109,75,0.000249452166599311,2.07900576308928e-05
"Incidence","Algeria","Male","80 to 84","Bipolar disorder","Rate",2019,18.6186777825168,36.2758107173625,7.7942729657065,80,0.000186186777825168,1.55168890063617e-05
"Incidence","Algeria","Female","80 to 84","Bipolar disorder","Rate",2019,19.3427309479855,37.0038004909575,8.50990621911525,80,0.000193427309479855,1.61203716450009e-05
"Incidence","Algeria","Male","85 to 89","Bipolar disorder","Rate",2019,18.0619191469297,30.33652050869,9.45799970665825,85,0.000180619191469298,1.50528454614385e-05
"Incidence","Algeria","Female","85 to 89","Bipolar disorder","Rate",2019,17.9995598633857,29.8353846655375,9.190632401298,85,0.000179995598633857,1.50008708013072e-05
"Incidence","Algeria","Male","90 to 94","Bipolar disorder","Rate",2019,17.4986073075157,30.2787624113175,8.70016343101725,90,0.000174986073075157,1.45833424056718e-05
"Incidence","Algeria","Female","90 to 94","Bipolar disorder","Rate",2019,16.6485604116083,28.68296465986,7.82181757823175,90,0.000166485604116083,1.38748591084203e-05
"Incidence","Algeria","Male","10 to 14","Anxiety disorders","Rate",2019,1074.87003548377,1530.259746485,716.72769260275,10,0.0107487003548377,0.000900168350943975
"Incidence","Algeria","Female","10 to 14","Anxiety disorders","Rate",2019,1416.08959384435,1992.0641557275,960.3019032735,10,0.0141608959384435,0.00118780384854811
"Incidence","Algeria","Male","15 to 19","Anxiety disorders","Rate",2019,727.82454375818,1130.4403188175,459.09004050375,15,0.0072782454375818,0.000608553180358351
